cid	glytoucan	siid
CID91861310	G33862NZ	SID252295284
CID91861324	G00428HK	SID252295303
CID91861334	G32915BP	SID252295316
CID91861345	G34220DL	SID252295329
CID91861346	G23416CI	SID252295330
CID91861354	G50504QA	SID252295339
CID91861355	G37653KL	SID252295340
CID91861361	G05848DX	SID252295346
CID91861367	G02226PP	SID252295354
CID91861368	G95677OZ	SID252295355
CID91861370	G29348FH	SID252295357
CID91861388	G00659GQ	SID252295378
CID91861399	G54953IZ	SID252295392
CID91861400	G11635LG	SID252295393
CID91861406	G59001FP	SID252295401
CID91861409	G05441GN	SID252295405
CID91861410	G89290XU	SID252295406
CID91861413	G93871LV	SID252295410
CID91861419	G91409SX	SID252295418
CID91861420	G00536FZ	SID252295419
CID91861462	G38267IW	SID252295475
CID91861483	G39601JQ	SID252295497
CID91861485	G43944UW	SID252295500
CID91861487	G40554DX	SID252295502
CID91861505	G55258MY	SID252295523
CID91861509	G81923ER	SID252295527
CID91861515	G27148YF	SID252295533
CID91861520	G91156HJ	SID252295538
CID91861524	G30062BR	SID252295542
CID91861530	G02029PW	SID252295548
CID91861537	G53812BX	SID252295559
CID91861538	G18201QM	SID252295560
CID91861542	G18913QB	SID252295564
CID91861545	G59636XZ	SID252295567
CID91861546	G53394BX	SID252295569
CID91861557	G94610QX	SID252295581
CID91861579	G18464VS	SID252295603
CID91861603	G09020HN	SID252295635
CID91861616	G02562EQ	SID252295649
CID91861618	G16590BZ	SID252295651
CID91861629	G69458AV	SID252295662
CID91861631	G77451BX	SID252295664
CID91861633	G96370EB	SID252295668
CID91861638	G19790PJ	SID252295673
CID91861639	G19894RH	SID252295674
CID91861642	G50730KL	SID252295680
CID91861643	G51661GQ	SID252295681
CID91861646	G80393PG	SID252295685
CID91861647	G89834SY	SID252295686
CID91861648	G93583AH	SID252295687
CID91861650	G07674LF	SID252295689
CID91861654	G20956ZK	SID252295693
CID91861670	G89993FE	SID252295710
CID91861672	G92684AL	SID252295712
CID91861708	G75367YS	SID252295758
CID91861715	G40268BC	SID252295766
CID91861717	G95542JQ	SID252295768
CID91861719	G94498MI	SID252295771
CID91861720	G29386CS	SID252295772
CID91861727	G76384QV	SID252295779
CID91861734	G26551VB	SID252295787
CID91861740	G61715VD	SID252295793
CID91861742	G19675BE	SID252295795
CID91861756	G90542MP	SID252295811
CID91861762	G65850ES	SID252295819
CID91861770	G02934UB	SID252295831
CID91861777	G13282WA	SID252295838
CID91861784	G07995VK	SID252295846
CID91861796	G25505UF	SID252295858
CID91861798	G33617JJ	SID252295860
CID91861799	G87535DG	SID252295861
CID91861803	G39852CS	SID252295867
CID91861805	G21050RT	SID252295869
CID91861819	G41234QD	SID252295886
CID91861824	G53504BR	SID252295892
CID91861843	G33608TH	SID252295915
CID91861850	G66967KV	SID252295922
CID91861852	G06131VP	SID252295924
CID91861854	G66576RC	SID252295926
CID91861860	G70538OR	SID252295933
CID91861861	G14191ZT	SID252295934
CID91861862	G32944VN	SID252295936
CID91861864	G47280HM	SID252295939
CID91861866	G80943NY	SID252295941
CID91861867	G86157UQ	SID252295943
CID91861868	G88675ZE	SID252295944
CID91861881	G98207CW	SID252295961
CID91861886	G67880QU	SID252295966
CID91861900	G47338FR	SID252295980
CID91861906	G17120XF	SID252295987
CID91861912	G22387ST	SID252295996
CID91861932	G84906ML	SID252296022
CID91861956	G36316RB	SID252296052
CID91861957	G00850LT	SID252296053
CID91861962	G24748QU	SID252296059
CID91861966	G16778ZK	SID252296065
CID91861974	G45614AE	SID252296074
CID91861979	G29884LW	SID252296080
CID91861980	G51168CH	SID252296081
CID91861986	G24841EW	SID252296088
CID91861994	G69381LS	SID252296098
CID91861997	G85260RY	SID252296101
CID91861998	G20180GO	SID252296104
CID91862000	G82868SO	SID252296107
CID91862009	G06862BZ	SID252296118
CID91862024	G31019WF	SID252296136
CID91862059	G45889JQ	SID252296178
CID91862060	G55929FR	SID252296179
CID91862062	G63748AU	SID252296182
CID91862065	G80719YH	SID252296185
CID91862069	G08244YE	SID252296189
CID91862073	G64468KS	SID252296194
CID91862078	G19336PT	SID252296200
CID91862083	G67220DU	SID252296206
CID91862084	G79348ZY	SID252296208
CID91862087	G30347FC	SID252296211
CID91862090	G27609YZ	SID252296215
CID91862092	G99753FF	SID252296219
CID91862094	G50558NC	SID252296221
CID91862096	G41800OU	SID252296223
CID91862097	G94531EZ	SID252296224
CID91862115	G94481KZ	SID252296249
CID91862120	G75475RA	SID252296255
CID91862132	G23126IF	SID252296267
CID91862135	G27338ID	SID252296271
CID91862143	G27626TX	SID252296280
CID91862144	G90870DG	SID252296283
CID91862148	G21513QX	SID252296288
CID91862166	G34905OT	SID252296311
CID91862169	G17039ZC	SID252296314
CID91862182	G65867II	SID252296328
CID91862186	G49761JR	SID252296334
CID91862193	G43687XR	SID252296345
CID91862212	G42984ZU	SID252296371
CID91862214	G05892GB	SID252296373
CID91862219	G42769XG	SID252296378
CID91862223	G40821RK	SID252296383
CID91862228	G22117HL	SID252296388
CID91862231	G99503MW	SID252296392
CID91862239	G07394RV	SID252296401
CID91862248	G43603TQ	SID252296411
CID91862250	G60419KX	SID252296413
CID91862275	G59746QC	SID252296445
CID91862279	G50013XL	SID252296452
CID91862304	G42154JB	SID252296483
CID91862314	G84647SC	SID252296496
CID91862316	G33522ME	SID252296498
CID91862325	G37491LV	SID252296508
CID91862333	G66544RE	SID252296517
CID91862352	G59024DC	SID252296541
CID91862369	G51930XP	SID252296564
CID91862370	G64857LW	SID252296565
CID91862377	G79202GR	SID252296575
CID91862391	G76823GQ	SID252296590
CID91862401	G96915NW	SID252296605
CID91862410	G25268QT	SID252296616
CID91862415	G64460FJ	SID252296622
CID91862416	G88573VH	SID252296623
CID91862417	G18869TR	SID252296624
CID91862434	G82033VN	SID252296643
CID91862436	G81275AN	SID252296647
CID91862437	G08731KN	SID252296648
CID91862439	G94363RH	SID252296650
CID91862442	G65447BW	SID252296653
CID91862453	G27888XB	SID252296665
CID91862454	G62765SF	SID252296666
CID91862461	G04903PZ	SID252296673
CID91862465	G42504VW	SID252296678
CID91862469	G94407CM	SID252296683
CID91862471	G14354BD	SID252296685
CID91862483	G60109PL	SID252296699
CID91862498	G32801HX	SID252296719
CID91862501	G40709XS	SID252296722
CID91862505	G64311TT	SID252296729
CID91862506	G69777JE	SID252296730
CID91862508	G74090KZ	SID252296732
CID91862511	G85895SP	SID252296735
CID91862515	G00695JO	SID252296740
CID91862516	G13869TL	SID252296741
CID91862529	G82861UH	SID252296754
CID91862533	G01748MD	SID252296760
CID91862538	G42300CL	SID252296767
CID91862539	G46526SO	SID252296768
CID91862555	G33972SX	SID252296786
CID91862595	G11457RF	SID252296831
CID91862596	G29849KU	SID252296832
CID91862604	G05096LE	SID252296845
CID91862605	G78980OK	SID252296846
CID91862617	G12185WN	SID252296861
CID91862620	G54300AX	SID252296864
CID91862637	G68983XG	SID252296885
CID91862658	G75197HN	SID252296913
CID91862670	G49616WZ	SID252296926
CID91862675	G45560HM	SID252296931
CID91862681	G65226QM	SID252296940
CID91862683	G41811VQ	SID252296942
CID91862685	G23094JF	SID252296944
CID91862691	G89877QI	SID252296950
CID91862700	G70052MF	SID252296960
CID91862711	G84808RB	SID252296973
CID91862714	G17601US	SID252296976
CID91862723	G95375WT	SID252296987
CID91862734	G36066DO	SID252297004
CID91862743	G70023SA	SID252297016
CID91862746	G08866CW	SID252297019
CID91862748	G54628UA	SID252297021
CID91862751	G85079IJ	SID252297026
CID91862755	G27839GC	SID252297030
CID91862762	G83635VI	SID252297038
CID91862772	G51941HK	SID252297050
CID91862777	G64618XR	SID252297057
CID91862781	G59128IS	SID252297064
CID91862786	G30871VQ	SID252297071
CID91862787	G66846ML	SID252297072
CID91862789	G35679QA	SID252297076
CID91862797	G69996RR	SID252297086
CID91862818	G52706OU	SID252297111
CID91862822	G57774MT	SID252297117
CID91862830	G93450TT	SID252297129
CID91862831	G04267XF	SID252297130
CID91862832	G67549HD	SID252297131
CID91862840	G48638TB	SID252297142
CID91862844	G23484GM	SID252297148
CID91862846	G16986CA	SID252297150
CID91862853	G13659RH	SID252297159
CID91862855	G55600PH	SID252297161
CID91862861	G87690VK	SID252297168
CID91862885	G69103XG	SID252297198
CID91862901	G95440SV	SID252297219
CID91862923	G77670FL	SID252297246
CID91862946	G80294GH	SID252297269
CID9908032	G03756VW	SID252281629
CID9963743	G69893KP	SID252297166
CID9963744	G56516VH	SID252295893
